PRG,County,Use,Address,City,State,TAX ID ,Tax ID ,Map/ Grid/ Parcel,Legal Desc.,Grantor,Grantee,Sale Date,Deed,Property Rights,Conditions at Sale,Time on Market,Sale Price,Price/GBA,Vacancy,NOI,CAP RATE,LAND SIZE (SF),GBA (SF),YEAR BUILT,Parking,Zone,Utilities,APT ONLY,APT ONLY,APT ONLY,APT ONLY,Comments
01-2011-01000-009,Frederick,Apartment,6 North Maryland Avenue,Brunswick,MD,25,463501,101A/ 3/ 932,6N. MD AVE,Maryland Avenue LLC,Anderson,2/6/2021,14597/ 94,Leased Fee,Arms-Length,Unknown,"$575,000.00 ",$104.74 ,0.00%,"$41,943.00 ",7.29%,"6,270","5,490",1910,Onsite parking available,B3,All available,6,30,"$95,833.33 ","$19,166.67 ","The subject property is located along 6 North Maryland Avenue and includes six residential apartment units.  The total gross building area, based on building measurements completed by me, is approximately 5,490 square feet.  The subject property building was constructed in 1910 (according to Frederick County's land records) and includes three levels above grade and unfinished basement that is used for utilities and individual unit locked storage areas. The building has six two-bedroom and one-bathroom units.   Apartment Units 1 & 2 are located on the first level; Apartments 3 & 4 located on the second level; and Apartment Units 5 & 6 are located on the third level. All second bedrooms are walk thru rooms.  Overall, the condition is below average."
01-2011-17000-004,Frederick,Auto Sales/ Service,302 Petersville Road,Brunswick,MD,25,469232,92G/ 21/ 897,LT 64 THRU 66,GNS Properties LLC,CMN Realty LLC,9/23/2021,15314/ 322,Fee Simple,Arms-Length,Unknown,"$350,000.00 ",$109.38 ,0.00%,"$27,409.00 ",7.83%,"26,525","3,200",1693,Onsite parking available,GC,All available,,,,,"The subject property is improved with an automobile service facility that was constructed in 1963 and includes a total of 3,200 square feet of gross building area.  At the time of this appraisal, the building is owner occupied."
01-2011-30600-030,Frederick,Mixed,11946 Main Street,Libertytown,MD,8,216274,51/ Parcel 114,N/A Main St Liberty,Estate of Carl E. Clingan,Moxley,3/4/2021,14620/ 333,Leased Fee,Arms-Length,Unknown,"$318,000.00 ",$41.88 ,16.67%,"$28,028.00 ",8.81%,"15,000","7,594",1900,Onsite parking available,VC,All available,,,,,"The subject property is improved with a two story mixed-use building that has approximately 7,594 feet of gross building area which was, according to Frederick County’s land records originally constructed in 1900 with a major renovation in 2009.  The building is divided into two sections: mixed-use (4,790 square feet) and storage warehouse (2,804 square feet).  The first floor (street level) consists of a commercial unit and two-story three-bed, one and a half bath residential apartment.  The second story consists of a two-bed, one bath residential apartment.  The storage building on the rear of the property, has been divided in to three units.  At the time of this appraisal, the building is almost entirely occupied, with only the commercial portion of the building vacant.  "
01-2012-40000-001,Garrett,Professional Office,22491 Garrett Highway,McHenry,MD,18,40816,50/ 14/ 246,JCT GARRETT HWY & DEEP CRK DR,Deep Creek Lodging Company LLC,Mill Creek & Company LLC,10/19/2020,2248/ 313,Fee Simple,Arms-Length,Unknown,"$415,000.00 ",$179.50 ,0.00%,"$28,545.00 ",6.88%,"45,738","2,312",1986,Onsite parking available,Lake Residential District ,All available,,,,,"The subject property is currently improved with a two-level office level building, which was built in 1986 and includes approximately 2,312 square feet of gross building area.  The property is concrete block and wood frame construction.  The veneer is wood siding with slope metal roofing system.  Overall, the condition is considered above average.  "
01-2012-VAC-002,Garrett,Vacant Land,Sundance Way,McHenry,MD,18,79666,49/ 18/ 119,,Lananieira,Hoffman,8/3/2020,2229/ 315,Fee Simple,Arms-Length,58,"$35,000.00 ",,,,,"25,571",,,,Residential,All available,,,,,Property was vacant at the time of sale with site views of Deep Creek.  Topography was clear and level.  
01-2012-30600-001,Garrett,Mixed,32 Outfitters Way,McHenry,MD,18,49449,50/ 1/ 9,East Side of Deep Creelk,Browning,"The Board of County Commissioners of Garrett County, Maryland",5/1/2020,2201/ 377,Leased fee,Arms-Length,Unknown,"$999,064.00 ",$98.37 ,0.00%,Unknown,Unknown,"21,780","10,156",2004,Onsite parking available,TC,All available,,,,,"The comparable is currently improved with one three story building which was built in 2004 and includes approximately 10,156 total square feet of gross building area.  The lower level is used as a warehouse; the main level is used for retail/office, and the upper level is a three bedroom/two full bath residential apartment.  "
01-2016-VAC-003,Montgomery,Vacant Land,800 Rockwell Avenue,Gaithersburg,MD,9,341817,FS52/ Parcel N704/ Lot 1,Crown Farm,VII Crown Farm,Crown Apartments LLC,1/10/2020,58852/ 169,Fee Simple,Arms-Length,Unknown,"$10,000,000.00 ",,,,,"115,434",,,,MXD,All available,,,,,Purchaser is constructing a 386 unit residential apartment building.  
01-2016-50000-001,Montgomery,Warehouse/ Flex,7560 Lindbergh Drive,Gaithersburg,MD,1,2653860,Block B/ Lot 4,,Morley Land Partnership,"Casey Holdings, LLC",12/12/2019,58766/ 292,Leased fee,Arms-Length,Unknown,"$1,395,000.00 ",$147.62 ,0.00%,Unknown,Unknown,"54,014","9,450",1985,Onsite parking available,I4,All available,,,,,The property has approximately 65% office space and remaining warehouse.  
01-2017-FARM-001,Prince George,Farm Land,16720 Dougherty Avenue,Laurel ,MD,10,1084680,2/ Parcel 24,Brooklyn Bridge Rd,Schweiss Farms LLC,JAC Sasscer,1/30/2019,41765/ 344,Fee Simple,Arms-Length,1098,"$1,000,000.00 ",,,,,"645,124",,,,R-A,All Private,,,,,"This transaction includes 24 stall horse barn, multiple paddocks, 12 acres wood fenced, outdoor sand arena, and one-bedroom apartment.  The arena and stall building were considered average condition.  Property had potential to be further subdivided and backs along Rocky Gorge State Park.  "
01-2016-VAC-004,Montgomery,Vacant Land,18880 Beallsville Road,Boyds,MD,11,1925676,DU11/ 0/ 167,Wolfs Cow,Moore,Wyndham Oaks II LLC,3/8/2021,621/ 298,Fee Simple,Arms-Length Vacant,505,"$500,000.00 ",,,,,"2,115,274",,,,RDT,All Private,,,,,Property included an approved perc and TDR at the time of sale.  There is a overhead electric line easement through the property.   Source: MRIS and broker.
01-2016-FARM-001,Montgomery,Farm Land,19001 Bucklodge Road,Boyds,MD,11,921514,DU11/ 0/ 837,Friends Advice,Kabbes,Taylor,10/2/2020,60661/ 0,Fee Simple,Arms-Length,17,"$3,000,000.00 ",$304.14 ,,,,"2,104,384","9,864",1900,,,All Private,,,,,"Historic home, renovated 2002.  Residence includes a total of 9,864 square feet of gross building area above grade with six bedrooms and 7 full and 3 half baths.  Property also includes a tenant house, carriage house, and managers house.    "
01-2016-VAC-005,Montgomery,Vacant Land,21715 Beallsville Road,Barnesville,MD,11,916437,CV62/ Parcel P440,,Shaw,Smith and Larisch,10/30/2019,59192/ 282,Fee Simple,Arms-Length Vacant,Unknown,"$660,000.00 ",,,,,"3,273,534",,,,AR,All Private,,,,,"Property included potential development potential with approved perc.  Property was improved at time of sale with agricultural buildings estimated at $50,000.  "
01-2017-30000-002,Prince George,Retail,7733 Landover Road,Landover,MD,13,1415033,59/ F1,,Soon,KS Family Trust,1/8/2019,41688/ 101,Leased fee,Arms-Length,Unknown,"$700,000.00 ",$233.33 ,0.00%,Unknown,Unknown,"44,867","3,000",1969,Onsite parking available,CSC,All available,,,,,"Single tenant retail building originally constructed in 1969, used as a laundromat.  "
01-2017-30600-001,Prince George,Mixed,513-515 Eastern Avenue,Capital Heights,MD,18,2092286/ 2000610,66/ A3/ Subdivision 1500,,DSY Inc.,Hung and Yan LLC,1/28/2019,41758/ 558,Leased fee,Arms-length,Unknown,"$580,000.00 ",$155.25 ,0.00%,Unknown,Unknown,"9,390","3,736",1963,Onsite parking available,C1,All available,,,,,The property is improved with a single tenant retail store used as liquor store and a four-unit apartment building.  
01-2019-30000-001,Saint Mary's,Retail,23976 Point Lookout Road,Leonardtown,MD,3,32493,41/ 14/ 208,Maryland Route 5 Beside Fairgrounds,Martin,McConnell Properties LLC,11/4/2020,5524/ 455,Leased fee,Arms-length,Unknown,"$425,000.00 ",$138.89 ,0.00%,"$29,431.00 ",6.92%,"16,683","3,060",1989,Onsite parking available,RCL,All available,,,,,"The subject property is improved with a one-story retail building that includes approximately 3,060 square feet of gross building area.  The building was originally constructed in 1989 and is designed for two retail units.  This building rests on a concrete slab (no basement) and is in average condition."
01-2019-VAC-003,Saint Mary's,Vacant Land,30150 Charlotte Hall Road,Charlotte Hall,MD,5,3059,1/ 22/ 1/ Lot 6,,Maximum Properties LLC,Brizzi,2/28/2020,5280/ 319,Fee simple,Arms-length,Unknown,"$325,000.00 ",,,,,"22,500",,,,TMX,All available,,,,,Purchased for commercial development.
01-2019-30000-002,Saint Mary's,Retail,28255 Three Notch Road,Mechanicsville,MD,5,26776,9/7/1976,,CMI Associates,Futcha LLC,7/11/2019,5114/ 326,Leased fee,Arms-length,Unknown,"$615,000.00 ",$88.87 ,0.00%,Unknown,Unknown,"39,315","6,920",1948,Onsite parking available,TMX,All available,,,,,"This property was improved with a retail building built in 1948. At the time of sale, the building included two tenants – restaurant and bakery outlet."
01-2019-23000-001,Saint Mary's,Restaurant,22770 Washington Street,Leonardtown,MD,3,24423,133/ 4/ 476,,22770 Washington St LLC,SPMAG242 LLC,6/30/2021,5836/ 412,Leased fee,Arms-length,Unknown,"$1,295,000.00 ",$199.63 ,0.00%,"$96,586.00 ",7.46%,"67,082","6,487",1900,Onsite parking available,CBD,All available,,,,,"The subject property is improved with a three-level restaurant that includes approximately 6,487 square feet of gross building area above grade.  The building was originally constructed in 1900 as a residence and was converted to restaurant use many years ago.  "
01-2019-30600-001,Saint Mary's,Mixed,22695 Washington Street,Leonardtown,MD,3,18830,133/ 10/ 305,,Jamine Hill Investments LLC,Niranjan LLC,2/23/2021,5656/ 9,Leased fee,Arms-length,Unknown,"$875,000.00 ",$74.88 ,0.00%,"$86,277.00 ",9.86%,"14,003","11,686",1946,Onsite parking available,CBD,All available,,,,,"The subject property is improved with a mixed-used building that includes approximately 11,686 square feet of gross building area.  The front portion, which includes two stories above grade, includes a restaurant/bar (“The Rex”) on the main level and seven residential apartments on the second floor.  The rear of the building is a former movie theatre that is essentially in shell condition.  The building was originally constructed in 1946, according to St. Mary’s County land records.  "
01-2022-VAC-003,Washington,Vacant Land,Marsh Pike,Hagerstown,MD,27,001122/ 020941,25/ 8/ Parcels 716/166,,Perini Service Inc,Serafini,3/4/2020,6195/ 208,Fee Simple,Arms-length,89,"$200,000.00 ",,,,,,,,,AR,All Private,,,,,Sale included two parcels.  
01-2022-30600-009,Washington,Mixed,101 Cypress Street,Hagerstown,MD,21,6335,301/ Parcel 841,,Gordon,TTIN LLC,3/30/2021,6567/ 2,Leased fee,Arms-length,Unknown,"$190,000.00 ",$54.66 ,0.00%,"$17,237.00 ",9.07%,"7,161","3,476",1925,Onsite parking available,RMOD,All available,,,,,"The subject property is improved mixed-use building with approximately 3,476 square feet of gross building area.  The first floor is a combination of commercial and residential, with a total of 2,116 gross square feet.  “Gordon’s Market” operates in the commercial portion (approximately 1,115 gross square feet).  The remaining portion of the first floor (1,001 gross square feet) and entire second floor (1,360 gross square feet) is a four bedroom, two and a half bath residence.  The basement has approximately 1,857 square feet of unfinished area, which is used for storage.  According to the current owner, the building was constructed in 1925 with modifications and additions throughout the years.  "
01-2022-30600-010,Washington,Mixed,41 N Potomac Street,Hagerstown,MD,25,9517,306/ Parcel 55,,Cook,Tran,12/7/2020,6446/ 37,Leased fee,Arms-length,213,"$415,000.00 ",$51.53 ,0.00%,Unknown,Unknown,"9,912","8,053",1900,Onsite parking available,RO,All available,,,,,"Mixed use facility with kitchen on the first floor and residence.  Restaurant is 4,000 SF and residence is 3,240 SF with three bedrooms and two and a half bathrooms.  Private parking in the rear of the building. "
01-2011-VAC-029,Frederick,Vacant Land,Gashouse Pike,Frederick,MD,2,599922/599921/599923,"68/3,9,10/3,5,47","Parcel 3, 5, 47 Renn Family Investments LLC",Renn Family Investments LLC,Carvana LLC/Trammell Crow,2/3/2022,15704/385; 375; 395,Fee Simple,Arms-Length,Unknown,"$25,000,000.00 ",,,,,"14,200,560",,,,M1,All available,,,,,"Renn Family LLC sold three parcels (3, 5, 47) to Trammell Crow (3 & 47) and Carvana (5).  The transactions were recorded separately -- parcel 3 under Liber 15704/Folio 375; parcel 5 under Liber 15704/Folio 385; parcel 47 under Liber 15704/Folio 395.  Frederick City has granted preliminary approvals to construct Carvana is planning to construct a 200,000 SF vehicle processing center on parcel 5; Trammell Crow has preliminary approval to construct a 648,000 square feet distribution center on parcel 47 and a 638,985 square feet distribution center on parcel 5.  According to various sources, FedEx will occupy the proposed building on parcel 47 and Amazon may lease the proposed building on parcel 3.  "
01-2011-VAC-030,Frederick,Vacant Land,7701 Fitzgerald Road,Thurmont,MD,15,324643/324651/344555/341823,"19C/2/116,6A,229,95",Franklinville Road,"ALL DEES, LLC","Two Farms, Inc.",4/31/2021,14769/300,Fee Simple,Arms-Length,Unknown,"$3,950,000.00 ",,,,,"352,880",,,,GC,Private,,,,,Purchased for the construction of a Royal Farms Convenience/Vehicle Fueling facility.
01-2011-VAC-031,Frederick,Vacant Land,7398 Grove Road,Frederick,MD,28,538642/538650/587902,77/16/186,"Lots 10R-A, 11A,10R-B Newman Park Associates",LIDL US OPERATIONS LLC,RKM LHC LLC (Renn Kirby Mitsubishi) ,12/16/2021,15582/45,Fee Simple,Arms-Length,Unknown,"$2,700,000.00 ",,,,,"150,718",,,,GC,All available,,, ,,"Purchased with approvals to construct a 19,500 SF automobile sales and service facility.  Conditional approval granted by Frederick County Planning (SP88-46 AP SP265234) on October 13, 2021.  Property purchased by LIDL who planned to build a 30,803 SF grocery store on April 28, 2016 for $2,400,000."
01-2011-35000-001,Frederick,Convenience Store,1042 West Patrick Street,Frederick,MD,2,102226,67G/20/103,Part of Lot 8/Plat 1 West Patrick Street,LN Rosenbaum Inc.,Hempstead Realty LLC,10/5/2021,15355/354,Leased Fee,Arms-Length,Unknown,"$590,000.00 ",$222.22 ,0.00%,"$35,046.00 ",0.06,"15,247","2,655",1974,Onsite parking available,GC,All available,,,,,7-Eleven location purchased by national investor in this type of real estate asset.  Cap rate and lease information not disclosed.
01-2011-30000-006,Frederick,Retail,4621 Lander Road,Jefferson,MD,14,31292,84/8/22,Lot 1/South Side of Main Street,PNC Bank,Vigario Land MD LLC,2/22/2018,12287/267,Fee Simple,Arms-Length,275,"$550,000.00 ",$291.01 ,N/A,N/A,N/A,"25,918","1,890",1982,Onsite parking available,GC,All available,,,,,Located in Jefferson.  Former PNC Branch was converted to Dunkin Donuts franchise (with Drive through) after purchase.  
01-2007-35000-001,Carroll ,Convenience Store,226 East Baltimore Street,Taneytown,MD,1,26585,302/14/1981,Lot 2/John L. Lazzati,"Blain-Mar, Inc.","South Realty, LLC",10/4/2019,12287/267,Fee Simple,Arms-Length,260,"$465,000.00 ",$191.83 ,N/A,N/A,N/A,"45,437","2,424",1986,Onsite parking availabe,DB,All available,,,,,"Former Sheetz convenience store sold post-ground lease.  The owner renovated the building to operate an alcoholic beverage package store.  The total project costs for the renovations provided to me the by the owner is $279,045; adjusted sale price is $744,045 or $306.95/SF."
